Código;descricao_insumo;descricao_detalhes;Descrição;Descrição Família Insumo;Descrição Conta Financeira
2250;ESTADA;;ESTADA;;Miscelâneas e
2251;GRAMPO DE SUSPENSÃO;;GRAMPO DE SUSPENSÃO;;Miscelâneas e
2267;ALÇA ESTAI PREFORMADA 7,9MM EAR;;ALÇA ESTAI PREFORMADA 7,9MM EAR;;Miscelâneas e
2268;ALCA PREF DIST CAA 636 MCM;;ALCA PREF DIST CAA 636 MCM;;Miscelâneas e
2269;AMORTECEDOR VIBRA. STOCK AL 25,0-32,;;AMORTECEDOR VIBRA. STOCK AL 25,0-32,;;Miscelâneas e
2270;AMORTECEDOR VIBRA. STOCK BR 07-12MM;;AMORTECEDOR VIBRA. STOCK BR 07-12MM;;Miscelâneas e
2271;ANEL CONC ACC 270X330MM;;ANEL CONC ACC 270X330MM;;Miscelâneas e
2272;ANEL CONC ACT 375X470MM;;ANEL CONC ACT 375X470MM;;Miscelâneas e
2273;ARAME ACO ZINCADO 8 BWG;;ARAME ACO ZINCADO 8 BWG;;Miscelâneas e
2274;ARRUELA PRES ACO PARAF 20,0MM;;ARRUELA PRES ACO PARAF 20,0MM;;Miscelâneas e
2275;ARRUELA PRESILHA ATERRAMENTO FURO;;ARRUELA PRESILHA ATERRAMENTO FURO;;Miscelâneas e
2276;ARRUELA QUAD ACO 57 F22,00;;ARRUELA QUAD ACO 57 F22,00;;Miscelâneas e
2277;BASE METALICA PLANA ISOL LINE-POST DT;;BASE METALICA PLANA ISOL LINE-POST DT;;Miscelâneas e
2278;BLOCO CONCRETO ANCOR.200X200X600MM;;BLOCO CONCRETO ANCOR.200X200X600MM;;Miscelâneas e
2279;CANTONEIRA FE;;CANTONEIRA FE;;Miscelâneas e
2280;CARTUCHO AMARELO FERRAMENTA;;CARTUCHO AMARELO FERRAMENTA;;Miscelâneas e
2281;CAVALOTE 12.000 DAN;;CAVALOTE 12.000 DAN;;Miscelâneas e
2282;CONCHILHA 8000DAN;;CONCHILHA 8000DAN;;Miscelâneas e
2283;CONECTOR CUNHA EST CINZA;;CONECTOR CUNHA EST CINZA;;Miscelâneas e
2284;CONECTOR;;CONECTOR;;Miscelâneas e
2285;CONETOR ATR ACO 10/HA 16;;CONETOR ATR ACO 10/HA 16;;Miscelâneas e
2286;CONETOR ATR ACO 90º 35,0/HA 16,0MM;;CONETOR ATR ACO 90º 35,0/HA 16,0MM;;Miscelâneas e
2292;CONETOR CUNHA EST BR/VM;;CONETOR CUNHA EST BR/VM;;Miscelâneas e
2293;CONETOR CUNHA EST CINZA;;CONETOR CUNHA EST CINZA;;Miscelâneas e
2294;CONETOR IMPACT AL 636CAA / 636;;CONETOR IMPACT AL 636CAA / 636;;Miscelâneas e
2295;CONJUNTO CRUZETA COSMOS 4180MM REF;;CONJUNTO CRUZETA COSMOS 4180MM REF;;Miscelâneas e
2296;CORDOALHA ACO ZINCADO EAR 9,5 MM;;CORDOALHA ACO ZINCADO EAR 9,5 MM;;Miscelâneas e
2297;CRUZETA CONC 4500MM F 550MM;;CRUZETA CONC 4500MM F 550MM;;Miscelâneas e
2298;ELO OLHAL 90° DIAM 18MM 120KN COMP;;ELO OLHAL 90° DIAM 18MM 120KN COMP;;Miscelâneas e
2299;ENGATE CONCHA OLHAL 8000DAN;;ENGATE CONCHA OLHAL 8000DAN;;Miscelâneas e
2300;ENGATE CONCHA-ELO 12.000 DAN;;ENGATE CONCHA-ELO 12.000 DAN;;Miscelâneas e
2301;ENGATE ELO BOLA 12000DAN;;ENGATE ELO BOLA 12000DAN;;Miscelâneas e
2302;ENGATE GARFO BOLA 12000DAN;;ENGATE GARFO BOLA 12000DAN;;Miscelâneas e
2303;ESFERA DE SINALI. CABO AÇO 7,9MM;;ESFERA DE SINALI. CABO AÇO 7,9MM;;Miscelâneas e
2304;FIO DE AÇO COBREADO 4 AWG;;FIO DE AÇO COBREADO 4 AWG;;Miscelâneas e
2305;"GRAMPO ANC PAS PARA-RAIOS 3/8"" 5/16""";;"GRAMPO ANC PAS PARA-RAIOS 3/8"" 5/16""";;Miscelâneas e
2306;GRAMPO ANC PAS RGC AL 636 GROSBEAK;;GRAMPO ANC PAS RGC AL 636 GROSBEAK;;Miscelâneas e
2307;GRAMPO SUSP AL MONOART 17-32MM2MM;;GRAMPO SUSP AL MONOART 17-32MM2MM;;Miscelâneas e
2308;GRAMPO SUSP PREF 90G 7,94MM;;GRAMPO SUSP PREF 90G 7,94MM;;Miscelâneas e
2310;GRAMPO SUSPENSAO ARMAÇÃO SIMPLES;;GRAMPO SUSPENSAO ARMAÇÃO SIMPLES;;Miscelâneas e
2311;GRAMPO U;;GRAMPO U;;Miscelâneas e
2312;HASTE TERRA COBRE 16X2400MM;;HASTE TERRA COBRE 16X2400MM;;Miscelâneas e
2314;ISOLADOR BASTAO POLIM 72,5KV CB N4;;ISOLADOR BASTAO POLIM 72,5KV CB N4;;Miscelâneas e
2315;ISOLADOR BASTAO POLIM 72,5KV CB N4;;ISOLADOR BASTAO POLIM 72,5KV CB N4;;Miscelâneas e
2316;ISOLADOR LINE-POST POLIM 72,5 KV N4;;ISOLADOR LINE-POST POLIM 72,5 KV N4;;Miscelâneas e
2317;LUVA EMEMDA CP COBRE 4AWG;;LUVA EMEMDA CP COBRE 4AWG;;Miscelâneas e
2318;MANILHA ACO 12000 DAN;;MANILHA ACO 12000 DAN;;Miscelâneas e
2319;MANILHA SAPATILHA ACO 5000DAN;;MANILHA SAPATILHA ACO 5000DAN;;Miscelâneas e
2320;OLHAL PARAF 8000DAN;;OLHAL PARAF 8000DAN;;Miscelâneas e
2321;PARAFUSO CAB QUAD ACO;20X450;PARAFUSO CAB QUAD ACO;;Miscelâneas e
2321;PARAFUSO CAB QUAD ACO;20X500;PARAFUSO CAB QUAD ACO;;Miscelâneas e
2321;PARAFUSO CAB QUAD ACO;20X550;PARAFUSO CAB QUAD ACO;;Miscelâneas e
2321;PARAFUSO CAB QUAD ACO;20X600;PARAFUSO CAB QUAD ACO;;Miscelâneas e
2321;PARAFUSO CAB QUAD ACO;20X700;PARAFUSO CAB QUAD ACO;;Miscelâneas e
2322;PARAFUSO OLHAL ACO;20X400;PARAFUSO OLHAL ACO;;Miscelâneas e
2322;PARAFUSO OLHAL ACO;20X450;PARAFUSO OLHAL ACO;;Miscelâneas e
2322;PARAFUSO OLHAL ACO;20X500;PARAFUSO OLHAL ACO;;Miscelâneas e
2323;PRESILHA BIFILAR QUADRADA;;PRESILHA BIFILAR QUADRADA;;Miscelâneas e
2324;PROLONGADOR GARFO-OLHAL 200MM 12.;;PROLONGADOR GARFO-OLHAL 200MM 12.;;Miscelâneas e
2325;SECCIONADOR PREF 3,30-4,10MM 650MM;;SECCIONADOR PREF 3,30-4,10MM 650MM;;Miscelâneas e
2326;TENSOR GARFO-GARFO 8000DAN;;TENSOR GARFO-GARFO 8000DAN;;Miscelâneas e
2367;TERMINAL PRENS METRICO-190FD-36-12;2;TERMINAL PRENS METRICO-190FD-36-12;;Miscelâneas e
2367;TERMINAL PRENS METRICO-190FD-36-12;1;TERMINAL PRENS METRICO-190FD-36-12;;Miscelâneas e
2368;TERMINAL PRENS METRICO-190FD-30-12;;TERMINAL PRENS METRICO-190FD-30-12;;Miscelâneas e
2369;CAPA - 300T4-12;2;CAPA - 300T4-12;;Miscelâneas e
2369;CAPA - 300T4-12;1;CAPA - 300T4-12;;Miscelâneas e
2370;"MANGUEIRA 100R15 - R15-3/4""";1;"MANGUEIRA 100R15 - R15-3/4""";;Miscelâneas e
2370;"MANGUEIRA 100R15 - R15-3/4""";2;"MANGUEIRA 100R15 - R15-3/4""";;Miscelâneas e
2375;TERMINAL PRENS METR-100FD-30-12-22(1,5);;TERMINAL PRENS METR-100FD-30-12-22(1,5);;Miscelâneas e
2596;SECC P/CERCA FARPADO/LISO 3,25-4,11 FI;;SECC P/CERCA FARPADO/LISO 3,25-4,11 FI;;Miscelâneas e
2597;CONECTOR CUNHA C/ESTR NORM 4-2AWG;;CONECTOR CUNHA C/ESTR NORM 4-2AWG;;Miscelâneas e
2598;GRAMPO P/ CERCA GALVANIZADO;;GRAMPO P/ CERCA GALVANIZADO;;Miscelâneas e
2599;CONECTOR DERIVACAO CUNHA TP I CINZA;;CONECTOR DERIVACAO CUNHA TP I CINZA;;Miscelâneas e
2600;LUVA EMENDA COMPRESSAO P/CB COBRE;;LUVA EMENDA COMPRESSAO P/CB COBRE;;Miscelâneas e
2601;CONECTOR;;CONECTOR;;Miscelâneas e
2602;HASTE TERRA BAIXA CAMADA 5/8 X 2,40M;;HASTE TERRA BAIXA CAMADA 5/8 X 2,40M;;Miscelâneas e
2603;ARAME GALVANIZADO 8 BWG 4,19MM (0,;;ARAME GALVANIZADO 8 BWG 4,19MM (0,;;Miscelâneas e
2604;CARTUCHO METALICO P/CONECTOR CUNHA;;CARTUCHO METALICO P/CONECTOR CUNHA;;Miscelâneas e
2605;PRESILHA EM LATAO P/CABO 16/35MM;;PRESILHA EM LATAO P/CABO 16/35MM;;Miscelâneas e
2606;GRAMPO CROSBY (CLIPS) LEVE 1/4 / 1/2;;GRAMPO CROSBY (CLIPS) LEVE 1/4 / 1/2;;Miscelâneas e
2607;CONECTOR CUNHA DE AL 636CAA X;;CONECTOR CUNHA DE AL 636CAA X;;Miscelâneas e
2616;F1305 CONCHA OLHAL;;F1305 CONCHA OLHAL;;Miscelâneas e
2617;F1353 ELO BOLA;;F1353 ELO BOLA;;Miscelâneas e
2618;F1340 GARFO BOLA;;F1340 GARFO BOLA;;Miscelâneas e
2619;F1400-34 OLHAL PARA PARAFUSO 3/4;;F1400-34 OLHAL PARA PARAFUSO 3/4;;Miscelâneas e
2622;F1456-11 PARAFUSO OLHAL M20x550;;F1456-11 PARAFUSO OLHAL M20x550;;Miscelâneas e
2623;F1456-04 PARAFUSO OLHAL M20X400MM;;F1456-04 PARAFUSO OLHAL M20X400MM;;Miscelâneas e
2624;F1456-13 PARAFUSO OLHAL M20 X 450 MM;;F1456-13 PARAFUSO OLHAL M20 X 450 MM;;Miscelâneas e
2628;PRESILHA BIFILAR QUADRADA 40X51,5MM;;PRESILHA BIFILAR QUADRADA 40X51,5MM;;Miscelâneas e
2629;ARRUELA PRESINHA PARA ATERRAMENTO;;ARRUELA PRESINHA PARA ATERRAMENTO;;Miscelâneas e
2630;CANTONEIRA FE;;CANTONEIRA FE;;Miscelâneas e
2631;HASTE DE ATERRAMENTO AC 14,3MMX2,4M;;HASTE DE ATERRAMENTO AC 14,3MMX2,4M;;Miscelâneas e
2632;HASTE DE ATERRAMENTO SC 15,9MMX2,0M;;HASTE DE ATERRAMENTO SC 15,9MMX2,0M;;Miscelâneas e
2633;ARRUELA QUADRADA SXS7XF.22MM G.;;ARRUELA QUADRADA SXS7XF.22MM G.;;Miscelâneas e
2634;ARRUELA DE PRESSAO M20 G. FOGO;;ARRUELA DE PRESSAO M20 G. FOGO;;Miscelâneas e
2635;FORJADO M20 X 2,5 X 450 ROSCA 370 + 2;;FORJADO M20 X 2,5 X 450 ROSCA 370 + 2;;Miscelâneas e
2636;PARAFUSO OLHAL OLHAL FORJADO FORIA;;PARAFUSO OLHAL OLHAL FORJADO FORIA;;Miscelâneas e
2637;PARAFUSO MAQ. M20-2,5X700 ROSCA;;PARAFUSO MAQ. M20-2,5X700 ROSCA;;Miscelâneas e
2638;PARAFUSO MAQ. M20-2,5X650 ROSCA;;PARAFUSO MAQ. M20-2,5X650 ROSCA;;Miscelâneas e
2639;PARAFUSO MAQ. M20-2,5X600 ROSCA;;PARAFUSO MAQ. M20-2,5X600 ROSCA;;Miscelâneas e
2640;PARAFUSO MAQ. M20-2,5X500 ROSCA;;PARAFUSO MAQ. M20-2,5X500 ROSCA;;Miscelâneas e
2641;PARAFUSO MAQ. M20-2,5X550 ROSCA;;PARAFUSO MAQ. M20-2,5X550 ROSCA;;Miscelâneas e
2642;PARAFUSO MAQ. M20-2,5X450 ROSCA;;PARAFUSO MAQ. M20-2,5X450 ROSCA;;Miscelâneas e
2656;CONEXÃO MH M20TB12 x 3/8;;CONEXÃO MH M20TB12 x 3/8;;Miscelâneas e
2657;PARAFUSO M1 6x100;;PARAFUSO M1 6x100;;Miscelâneas e
2691;MPS01/049/N-3414047-CANTONEIRA FE;;MPS01/049/N-3414047-CANTONEIRA FE;;Miscelâneas e
2692;PM04/B/010/N-3480445 - PARAFUSO MAQ.;;PM04/B/010/N-3480445 - PARAFUSO MAQ.;;Miscelâneas e
2693;PM04/B/011/N-3480360-PARAFUSO MAQ. M20;;PM04/B/011/N-3480360-PARAFUSO MAQ. M20;;Miscelâneas e
2694;PM04/B/013/N-3480455-PARAFUSO MAQ. M20;;PM04/B/013/N-3480455-PARAFUSO MAQ. M20;;Miscelâneas e
2695;PM04/B/014/N-PARAFUSO MAQ. M20-2,5X700;;PM04/B/014/N-PARAFUSO MAQ. M20-2,5X700;;Miscelâneas e
2696;APR02/N-3454000 ARRUELA PRESINHA PARA;;APR02/N-3454000 ARRUELA PRESINHA PARA;;Miscelâneas e
2845;CONJUNTO DE ATERRAMENTO DUPLO;;CONJUNTO DE ATERRAMENTO DUPLO;;Miscelâneas e
2891;LUVA DE EMENDA SEM TENSAO PARA USO;;LUVA DE EMENDA SEM TENSAO PARA USO;;Miscelâneas e
3031;BITS PHIKKIPS PH2 C/03;;BITS PHIKKIPS PH2 C/03;;Miscelâneas e
3164;ELO OLHAL;;ELO OLHAL;;Miscelâneas e
3165;PRESILHA CIRCULAR P/ USO COM CABOS;;PRESILHA CIRCULAR P/ USO COM CABOS;;Miscelâneas e
3166;PRENSA FIOS P USO COM CABO DE ACO;;PRENSA FIOS P USO COM CABO DE ACO;;Miscelâneas e
3167;GRAMPO SUSP MONOARTICULADO P USO;;GRAMPO SUSP MONOARTICULADO P USO;;Miscelâneas e
2119;ABASTECIMENTO TICKET LOG;Abastecimento 1;ABASTECIMENTO TICKET LOG;;Combustíveis
2119;ABASTECIMENTO TICKET LOG;Abastecimento 2;ABASTECIMENTO TICKET LOG;;Combustíveis
2119;ABASTECIMENTO TICKET LOG;Abastecimento 3;ABASTECIMENTO TICKET LOG;;Combustíveis
2559;QUEROSENE 500ML;;QUEROSENE 500ML;;Combustíveis
1915;DISTORCEDOR;CAP 1000 KG;DISTORCEDOR;;Içamento de Cargas
2181;CINTA SLING 2TON X 1.5MTS -VERDE - F.S:7.;;CINTA SLING 2TON X 1.5MTS -VERDE - F.S:7.;;Içamento de Cargas
2182;PROTEÇÃO CORREDIÇA DE POLIÉSTER;;PROTEÇÃO CORREDIÇA DE POLIÉSTER;;Içamento de Cargas
2183;"CINTA SLING 3TON X 3MTS -AMARELO- F.S;7";;"CINTA SLING 3TON X 3MTS -AMARELO- F.S;7";;Içamento de Cargas
2184;PROTEÇÃO CORREDIÇA DE POLIÉSTER 150;;PROTEÇÃO CORREDIÇA DE POLIÉSTER 150;;Içamento de Cargas
2185;CINTA SLING 5TON X 5MTS -VERMELHAF.S.7;;CINTA SLING 5TON X 5MTS -VERMELHAF.S.7;;Içamento de Cargas
2186;PROTEÇÃO CORREDIÇA DE POLIÉSTER 150;;PROTEÇÃO CORREDIÇA DE POLIÉSTER 150;;Içamento de Cargas
2187;CJ. DE AMARRAÇÃO CATRACA MÓVEL 50MM;;CJ. DE AMARRAÇÃO CATRACA MÓVEL 50MM;;Içamento de Cargas
2188;CINTA SLING 10TON X 8MTS -LARANJAF.S.7.;;CINTA SLING 10TON X 8MTS -LARANJAF.S.7.;;Içamento de Cargas
2189;PROTEÇÃO CORREDIÇA DE POLIÉSTER;;PROTEÇÃO CORREDIÇA DE POLIÉSTER;;Içamento de Cargas
2190;CINTA TUBULAR RED. - 25T X 6M PADRÃO;;CINTA TUBULAR RED. - 25T X 6M PADRÃO;;Içamento de Cargas
2192;CINTA TUBULAR RED. - 35T X 6M PADRÃO;;CINTA TUBULAR RED. - 35T X 6M PADRÃO;;Içamento de Cargas
2196;CINTA SLING 5TON X 8MTS -VERMELHAF.S.7;;CINTA SLING 5TON X 8MTS -VERMELHAF.S.7;;Içamento de Cargas
2197;PROTEÇÃO CORREDIÇA DE POLIÉSTER 150;;PROTEÇÃO CORREDIÇA DE POLIÉSTER 150;;Içamento de Cargas
2198;CINTA TUBULAR RED. - 15T X 8M PADRÃO;;CINTA TUBULAR RED. - 15T X 8M PADRÃO;;Içamento de Cargas
2200;CINTA TUBULAR RED. - 20T X 8M PADRÃO;;CINTA TUBULAR RED. - 20T X 8M PADRÃO;;Içamento de Cargas
2201;PROTEÇÃO CAPA DUPLA PARA CINTA;;PROTEÇÃO CAPA DUPLA PARA CINTA;;Içamento de Cargas
2214;CINTA CATRACA 3Tx6M;;CINTA CATRACA 3Tx6M;;Içamento de Cargas
2236;CINTA HRTW 35TON X 6,0 MT;;CINTA HRTW 35TON X 6,0 MT;;Içamento de Cargas
2237;CINTA HS 12TON X 6,0 MT;;CINTA HS 12TON X 6,0 MT;;Içamento de Cargas
2238;CINTA HS 2TON X 4,0 MT VERDE;;CINTA HS 2TON X 4,0 MT VERDE;;Içamento de Cargas
2239;CINTA SLING 90D 3T X 2MT AMARELA;;CINTA SLING 90D 3T X 2MT AMARELA;;Içamento de Cargas
2240;JOGO CINTA CATRACA 50MM 9MTON;;JOGO CINTA CATRACA 50MM 9MTON;;Içamento de Cargas
2349;GARRA PEGA TUDO 2TON;;GARRA PEGA TUDO 2TON;;Içamento de Cargas
2523;TALHA MANUAL 1,5TON x 3MT C/ ALAVANCA;;TALHA MANUAL 1,5TON x 3MT C/ ALAVANCA;;Içamento de Cargas
2541;20612 CINTA SLING 05,0t X 05,00m -ASTRO;;20612 CINTA SLING 05,0t X 05,00m -ASTRO;;Içamento de Cargas
2542;40070 CINTA SLING 10,0t X 05,00m - ASTRO;;40070 CINTA SLING 10,0t X 05,00m - ASTRO;;Içamento de Cargas
2543;20608 CINTA SLING 03,0t X 03,00m - ASTRO;;20608 CINTA SLING 03,0t X 03,00m - ASTRO;;Içamento de Cargas
2688;CINTA TRINK-J 0,5T X 09,00;;CINTA TRINK-J 0,5T X 09,00;;Içamento de Cargas
2722;CINTA DE AMARRACAO 2000;;CINTA DE AMARRACAO 2000;;Içamento de Cargas
2844;PATESCA 1,50 TONELADAS COM GANCHO;;PATESCA 1,50 TONELADAS COM GANCHO;;Içamento de Cargas
2910;CINTA ELEV. SLING 300DB X6MT P/10000KG;;CINTA ELEV. SLING 300DB X6MT P/10000KG;;Içamento de Cargas
2953;MOITÃO 1,5T;;MOITÃO 1,5T;;Içamento de Cargas
2954;MOITÃO 3,2T;;MOITÃO 3,2T;;Içamento de Cargas
2955;MOITÃO DUPLO;;MOITÃO DUPLO;;Içamento de Cargas
2956;MORCETE PARA OPGW-3 PARAFUSOS;;MORCETE PARA OPGW-3 PARAFUSOS;;Içamento de Cargas
2957;MORCETE PARA OPGW-6 PARAFUSOS;;MORCETE PARA OPGW-6 PARAFUSOS;;Içamento de Cargas
2958;ROLDANA 360MM;;ROLDANA 360MM;;Içamento de Cargas
2959;TALHA MANUAL COM ALAVANCA 1,5 T;;TALHA MANUAL COM ALAVANCA 1,5 T;;Içamento de Cargas
2960;TALHA MANUAL COM ALAVANCA 3,0 T;;TALHA MANUAL COM ALAVANCA 3,0 T;;Içamento de Cargas
2961;TALHA MANUAL COM ALAVANCA 4,5 T;;TALHA MANUAL COM ALAVANCA 4,5 T;;Içamento de Cargas
3060;CINTA SLING 02,0t X 04,00m - ASTRO;;CINTA SLING 02,0t X 04,00m - ASTRO;;Içamento de Cargas
3204;CARRETILHA PARA IÇAMENTO DE;;CARRETILHA PARA IÇAMENTO DE;;Içamento de Cargas
3231;CINTA HS - 4 TON X 4,0 MT LARANJA/CINZA;;CINTA HS - 4 TON X 4,0 MT LARANJA/CINZA;;Içamento de Cargas
3232;CINTA HS - 5 TON X 5,0 MT VERMELHO;;CINTA HS - 5 TON X 5,0 MT VERMELHO;;Içamento de Cargas
3791;CINTA REBOQUE SLING-70TON X 6MTS-150Q;;CINTA REBOQUE SLING-70TON X 6MTS-150Q;;Içamento de Cargas
3795;CARRETILHA DE SERVIÇO 750Kg;;CARRETILHA DE SERVIÇO 750Kg;;Içamento de Cargas
64;POZOLONA;;POZOLONA;;Aglomerantes
65;MASSICAL;;MASSICAL;;Aglomerantes
66;CIMENTO PORTLAND POZOLANICO 320 sc;;CIMENTO PORTLAND POZOLANICO 320 sc;;Aglomerantes
67;CIMENTO COLANTE (ARGAMASSA);;CIMENTO COLANTE (ARGAMASSA);;Aglomerantes
68;CIMENTO CP2 sc50;;CIMENTO CP2 sc50;;Aglomerantes
69;CAL;;CAL;;Aglomerantes
2933;CIMENTO;;CIMENTO;;Aglomerantes
3163;GRAUTE PREMIUM 25KG;;GRAUTE PREMIUM 25KG;;Aglomerantes
3561;TRELIÇA 8MM 6MT;;TRELIÇA 8MM 6MT;;Aglomerantes
3783;CIMENTO 40KG;;CIMENTO 40KG;;Aglomerantes
3785;CAL VIRGEM CONSTRUCAO 10 KL;;CAL VIRGEM CONSTRUCAO 10 KL;;Aglomerantes
3850;GESSO 1KG;;GESSO 1KG;;Aglomerantes
3863;MASSA CORRIDA 25;;MASSA CORRIDA 25;;Aglomerantes
70;PÓ DE BRITA (0,075 A 4,8 MM) m3;;PÓ DE BRITA (0,075 A 4,8 MM) m3;;Agregados
71;PEDRA DE MAO (LASCAO > 76,0 MM) m3;;PEDRA DE MAO (LASCAO > 76,0 MM) m3;;Agregados
72;BRITA ZERO (BRITA ZERO 4,8 A 9,5 MM) m3;;BRITA ZERO (BRITA ZERO 4,8 A 9,5 MM) m3;;Agregados
73;BRITA 3 (25 A 50MM) m3;;BRITA 3 (25 A 50MM) m3;;Agregados
74;BRITA 2 (19,0 A 25,0 MM) m3;;BRITA 2 (19,0 A 25,0 MM) m3;;Agregados
75;BRITA 1 (9,5 A 19 MM) m3;;BRITA 1 (9,5 A 19 MM) m3;;Agregados
76;ARGILA EXPANDIDA m3;;ARGILA EXPANDIDA m3;;Agregados
77;AREIA MEDIA m3;;AREIA MEDIA m3;;Agregados
78;AREIA FINA m3;;AREIA FINA m3;;Agregados
89;TELA TELCON m2;;TELA TELCON m2;;Armadura
90;TELA SOLDADA PARA CONCRETO m2;;TELA SOLDADA PARA CONCRETO m2;;Armadura
91;TELA SOLDADA NERVURADA Q138 - 2,45 X 6,;;TELA SOLDADA NERVURADA Q138 - 2,45 X 6,;;Armadura
92;TELA SOLDADA NERVURADA - Q503 - 2,45 X;;TELA SOLDADA NERVURADA - Q503 - 2,45 X;;Armadura
93;ESPAÇADOR PARA ARMADURA;;ESPAÇADOR PARA ARMADURA;;Armadura
94;DISTANCIADOR DE ARMADURA (5, 7, 20 MM) mlh;;DISTANCIADOR DE ARMADURA (5, 7, 20 MM) mlh;;Armadura
95;ACO CA-60 DIAMETRO 5,00MM;;ACO CA-60 DIAMETRO 5,00MM;;Armadura
96;ACO CA-60 DIAMETRO 4,20MM;;ACO CA-60 DIAMETRO 4,20MM;;Armadura
97;ACO CA-50 DIAMETRO 6,30MM;;ACO CA-50 DIAMETRO 6,30MM;;Armadura
98;ACO CA-50 DIAMETRO 16,0MM;;ACO CA-50 DIAMETRO 16,0MM;;Armadura
99;ACO CA-50 DIAMETRO 12,5 MM;;ACO CA-50 DIAMETRO 12,5 MM;;Armadura
100;ACO CA-50 DIAMETRO 10,0MM;;ACO CA-50 DIAMETRO 10,0MM;;Armadura
101;ACO CA-50 DIAMENTRO12,5MM;;ACO CA-50 DIAMENTRO12,5MM;;Armadura
102;ACO CA-50 DIAMENTRO 8,00MM;;ACO CA-50 DIAMENTRO 8,00MM;;Armadura
2744;ACO CA-50 DIAMENTRO 8,00MM;;ACO CA-50 DIAMENTRO 8,00MM;;Armadura
2745;ACO CA-50 DIAMETRO 16,0MM;;ACO CA-50 DIAMETRO 16,0MM;;Armadura
2746;ACO CA-50 DIAMETRO 20,00MM;;ACO CA-50 DIAMETRO 20,00MM;;Armadura
2747;ACO CA-50 DIAMETRO 20,00MM;;ACO CA-50 DIAMETRO 20,00MM;;Armadura
2749;ARAME RECOZIDO TORCIDO BWG18 1,25mm;;ARAME RECOZIDO TORCIDO BWG18 1,25mm;;Armadura
3629;FERRO CA50 10.0 MM DOBRADO 12,0;;FERRO CA50 10.0 MM DOBRADO 12,0;;Armadura
3723;CA.50 8,00 MM RETO 12,0;;CA.50 8,00 MM RETO 12,0;;Armadura
3724;CA.60 5,00 NERV RETO 12.0;;CA.60 5,00 NERV RETO 12.0;;Armadura
3846;ACO CA 50 DIAMETkgRO 20MM;;ACO CA 50 DIAMETkgRO 20MM;;Armadura
3986;ACO CA-50 DIAMETRO 12MM;;ACO CA-50 DIAMETRO 12MM;;Armadura
3987;ACO CA-50 DIAMENTRO 20MM;;ACO CA-50 DIAMENTRO 20MM;;Armadura
119;CONCRETO USINADO FCK=90 KGF/CM2 m3;;CONCRETO USINADO FCK=90 KGF/CM2 m3;;Concretagem
120;CONCRETO USINADO FCK=180 KGF/CM2 m3;;CONCRETO USINADO FCK=180 KGF/CM2 m3;;Concretagem
121;CONCRETO USINADO FCK=20 KGF/CM2 m3;;CONCRETO USINADO FCK=20 KGF/CM2 m3;;Concretagem
122;CONCRETO USINADO FCK=25 KGF/CM2 m3;;CONCRETO USINADO FCK=25 KGF/CM2 m3;;Concretagem
2697;CONCRETO USINADO 20MPA;;CONCRETO USINADO 20MPA;;Concretagem
3004;CONCRETO USINADO 15MPA;;CONCRETO USINADO 15MPA;;Concretagem
3991;CONCRETO USINADO 30MPA m3;;CONCRETO USINADO 30MPA m3;;Concretagem
2008;PREGO 17X27;;PREGO 17X27;;Material Construção
2218;ARAME RECOZIDO;;ARAME RECOZIDO;;Material Construção
2475;PREGO 18x30;;PREGO 18x30;;Material Construção
2680;CUMEEIRA;;CUMEEIRA;;Material Construção
2681;COLUNA DE ARMAÇÃO 8MM 7X14x6;;COLUNA DE ARMAÇÃO 8MM 7X14x6;;Material Construção
2733;PREGO C/CABECA;2X12 GERDAU;PREGO C/CABECA;;Material Construção
2733;PREGO C/CABECA;1.¹/²X13 GERDAU;PREGO C/CABECA;;Material Construção
2733;PREGO C/CABECA;A 4X4 GERDAU;PREGO C/CABECA;;Material Construção
2734;AREIA GROSSA;;AREIA GROSSA;;Material Construção
2735;BRITA 3/4;;BRITA 3/4;;Material Construção
2737;MASSA CORRIDA PVA 25LT;;MASSA CORRIDA PVA 25LT;;Material Construção
2738;MASSA CORRIDA PVA INT SC 15,;;MASSA CORRIDA PVA INT SC 15,;;Material Construção
2947;BLOCO CERAMICO 9 X 19 X 24;;BLOCO CERAMICO 9 X 19 X 24;;Material Construção
3007;ARAME FARPADO;;ARAME FARPADO;;Material Construção
3008;DOBRADIÇA;;DOBRADIÇA;;Material Construção
3051;JANELA MAX AR DUAS FOLHAS LINHA 25;;JANELA MAX AR DUAS FOLHAS LINHA 25;;Material Construção
3194;MÃO FRANCESA;;MÃO FRANCESA;;Material Construção
3195;ESTACA DE PINUS;;ESTACA DE PINUS;;Material Construção
3217;LONA PLASTICA PRETA 60KG 6X100;A;LONA PLASTICA PRETA 60KG 6X100;;Material de Consumo
3217;LONA PLASTICA PRETA 60KG 6X100;B 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 31 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;LONA PLASTICA PRETA 60KG 6X100;;Material de Consumo
3220;TELA HEX GALV PINTEIRO 1,5X50M;;TELA HEX GALV PINTEIRO 1,5X50M;;Material de Consumo
3253;BROCA DE AÇO RAPIDO 04MM;;BROCA DE AÇO RAPIDO 04MM;;Material Construção
